split,out_stem,source_image,condition,n_objects
train,9999940_00000_d_0000087__rain_light,9999940_00000_d_0000087.jpg,rain_light,68
train,9999940_00000_d_0000088,9999940_00000_d_0000088.jpg,clean,68
train,9999940_00000_d_0000088__rain_heavy,9999940_00000_d_0000088.jpg,rain_heavy,68
train,9999940_00000_d_0000089,9999940_00000_d_0000089.jpg,clean,75
train,9999940_00000_d_0000089__bright_up,9999940_00000_d_0000089.jpg,bright_up,75
train,9999940_00000_d_0000090,9999940_00000_d_0000090.jpg,clean,82
train,9999940_00000_d_0000090__blur_light,9999940_00000_d_0000090.jpg,blur_light,82
train,9999940_00000_d_0000091,9999940_00000_d_0000091.jpg,clean,35
train,9999940_00000_d_0000091__rain_light,9999940_00000_d_0000091.jpg,rain_light,35
train,9999940_00000_d_0000092,9999940_00000_d_0000092.jpg,clean,42
train,9999940_00000_d_0000092__bright_down,9999940_00000_d_0000092.jpg,bright_down,42
train,9999940_00000_d_0000093,9999940_00000_d_0000093.jpg,clean,23
train,9999940_00000_d_0000093__rain_light,9999940_00000_d_0000093.jpg,rain_light,23
train,9999940_00000_d_0000094,9999940_00000_d_0000094.jpg,clean,15
train,9999940_00000_d_0000094__rain_heavy,9999940_00000_d_0000094.jpg,rain_heavy,15
train,9999940_00000_d_0000095,9999940_00000_d_0000095.jpg,clean,38
train,9999940_00000_d_0000095__rain_heavy,9999940_00000_d_0000095.jpg,rain_heavy,38
train,9999940_00000_d_0000096,9999940_00000_d_0000096.jpg,clean,77
train,9999940_00000_d_0000096__bright_down,9999940_00000_d_0000096.jpg,bright_down,77
train,9999940_00000_d_0000097,9999940_00000_d_0000097.jpg,clean,30
train,9999940_00000_d_0000097__bright_down,9999940_00000_d_0000097.jpg,bright_down,30
train,9999940_00000_d_0000098,9999940_00000_d_0000098.jpg,clean,21
train,9999940_00000_d_0000098__rain_light,9999940_00000_d_0000098.jpg,rain_light,21
train,9999940_00000_d_0000099,9999940_00000_d_0000099.jpg,clean,21
train,9999940_00000_d_0000099__bright_down,9999940_00000_d_0000099.jpg,bright_down,21
train,9999940_00000_d_0000100,9999940_00000_d_0000100.jpg,clean,8
train,9999940_00000_d_0000100__blur_light,9999940_00000_d_0000100.jpg,blur_light,8
train,9999940_00000_d_0000101,9999940_00000_d_0000101.jpg,clean,6
train,9999940_00000_d_0000101__rain_light,9999940_00000_d_0000101.jpg,rain_light,6
train,9999942_00000_d_0000001,9999942_00000_d_0000001.jpg,clean,50
train,9999942_00000_d_0000001__rain_medium,9999942_00000_d_0000001.jpg,rain_medium,50
train,9999942_00000_d_0000002,9999942_00000_d_0000002.jpg,clean,69
train,9999942_00000_d_0000002__rain_light,9999942_00000_d_0000002.jpg,rain_light,69
train,9999942_00000_d_0000003,9999942_00000_d_0000003.jpg,clean,43
train,9999942_00000_d_0000003__rain_heavy,9999942_00000_d_0000003.jpg,rain_heavy,43
train,9999942_00000_d_0000004,9999942_00000_d_0000004.jpg,clean,37
train,9999942_00000_d_0000004__rain_medium,9999942_00000_d_0000004.jpg,rain_medium,37
train,9999942_00000_d_0000005,9999942_00000_d_0000005.jpg,clean,55
train,9999942_00000_d_0000005__rain_light,9999942_00000_d_0000005.jpg,rain_light,55
train,9999942_00000_d_0000006,9999942_00000_d_0000006.jpg,clean,38
train,9999942_00000_d_0000006__blur_light,9999942_00000_d_0000006.jpg,blur_light,38
train,9999942_00000_d_0000007,9999942_00000_d_0000007.jpg,clean,53
train,9999942_00000_d_0000007__blur_light,9999942_00000_d_0000007.jpg,blur_light,53
train,9999942_00000_d_0000008,9999942_00000_d_0000008.jpg,clean,54
train,9999942_00000_d_0000008__rain_medium,9999942_00000_d_0000008.jpg,rain_medium,54
train,9999942_00000_d_0000009,9999942_00000_d_0000009.jpg,clean,61
train,9999942_00000_d_0000009__bright_down,9999942_00000_d_0000009.jpg,bright_down,61
train,9999942_00000_d_0000010,9999942_00000_d_0000010.jpg,clean,20
train,9999942_00000_d_0000010__rain_medium,9999942_00000_d_0000010.jpg,rain_medium,20
train,9999942_00000_d_0000011,9999942_00000_d_0000011.jpg,clean,44
train,9999942_00000_d_0000011__rain_medium,9999942_00000_d_0000011.jpg,rain_medium,44
train,9999942_00000_d_0000012,9999942_00000_d_0000012.jpg,clean,54
train,9999942_00000_d_0000012__blur_light,9999942_00000_d_0000012.jpg,blur_light,54
train,9999942_00000_d_0000013,9999942_00000_d_0000013.jpg,clean,40
train,9999942_00000_d_0000013__blur_light,9999942_00000_d_0000013.jpg,blur_light,40
train,9999942_00000_d_0000014,9999942_00000_d_0000014.jpg,clean,16
train,9999942_00000_d_0000014__bright_up,9999942_00000_d_0000014.jpg,bright_up,16
train,9999942_00000_d_0000015,9999942_00000_d_0000015.jpg,clean,24
train,9999942_00000_d_0000015__blur_light,9999942_00000_d_0000015.jpg,blur_light,24
train,9999942_00000_d_0000016,9999942_00000_d_0000016.jpg,clean,35
train,9999942_00000_d_0000016__bright_down,9999942_00000_d_0000016.jpg,bright_down,35
train,9999942_00000_d_0000017,9999942_00000_d_0000017.jpg,clean,52
train,9999942_00000_d_0000017__bright_up,9999942_00000_d_0000017.jpg,bright_up,52
train,9999942_00000_d_0000018,9999942_00000_d_0000018.jpg,clean,27
train,9999942_00000_d_0000018__bright_up,9999942_00000_d_0000018.jpg,bright_up,27
train,9999942_00000_d_0000019,9999942_00000_d_0000019.jpg,clean,37
train,9999942_00000_d_0000019__rain_heavy,9999942_00000_d_0000019.jpg,rain_heavy,37
train,9999942_00000_d_0000020,9999942_00000_d_0000020.jpg,clean,34
train,9999942_00000_d_0000020__rain_medium,9999942_00000_d_0000020.jpg,rain_medium,34
train,9999942_00000_d_0000021,9999942_00000_d_0000021.jpg,clean,16
train,9999942_00000_d_0000021__bright_up,9999942_00000_d_0000021.jpg,bright_up,16
train,9999942_00000_d_0000022,9999942_00000_d_0000022.jpg,clean,21
train,9999942_00000_d_0000022__bright_up,9999942_00000_d_0000022.jpg,bright_up,21
train,9999942_00000_d_0000023,9999942_00000_d_0000023.jpg,clean,22
train,9999942_00000_d_0000023__bright_up,9999942_00000_d_0000023.jpg,bright_up,22
train,9999942_00000_d_0000024,9999942_00000_d_0000024.jpg,clean,19
train,9999942_00000_d_0000024__rain_medium,9999942_00000_d_0000024.jpg,rain_medium,19
train,9999942_00000_d_0000025,9999942_00000_d_0000025.jpg,clean,22
train,9999942_00000_d_0000025__rain_heavy,9999942_00000_d_0000025.jpg,rain_heavy,22
train,9999942_00000_d_0000026,9999942_00000_d_0000026.jpg,clean,27
train,9999942_00000_d_0000026__rain_light,9999942_00000_d_0000026.jpg,rain_light,27
train,9999942_00000_d_0000027,9999942_00000_d_0000027.jpg,clean,28
train,9999942_00000_d_0000027__blur_light,9999942_00000_d_0000027.jpg,blur_light,28
train,9999942_00000_d_0000028,9999942_00000_d_0000028.jpg,clean,24
train,9999942_00000_d_0000028__bright_up,9999942_00000_d_0000028.jpg,bright_up,24
train,9999942_00000_d_0000029,9999942_00000_d_0000029.jpg,clean,27
train,9999942_00000_d_0000029__blur_light,9999942_00000_d_0000029.jpg,blur_light,27
train,9999942_00000_d_0000030,9999942_00000_d_0000030.jpg,clean,27
train,9999942_00000_d_0000030__rain_light,9999942_00000_d_0000030.jpg,rain_light,27
train,9999942_00000_d_0000031,9999942_00000_d_0000031.jpg,clean,33
train,9999942_00000_d_0000031__blur_light,9999942_00000_d_0000031.jpg,blur_light,33
train,9999942_00000_d_0000032,9999942_00000_d_0000032.jpg,clean,34
train,9999942_00000_d_0000032__blur_light,9999942_00000_d_0000032.jpg,blur_light,34
train,9999942_00000_d_0000033,9999942_00000_d_0000033.jpg,clean,37
train,9999942_00000_d_0000033__rain_light,9999942_00000_d_0000033.jpg,rain_light,37
train,9999942_00000_d_0000034,9999942_00000_d_0000034.jpg,clean,35
train,9999942_00000_d_0000034__blur_light,9999942_00000_d_0000034.jpg,blur_light,35
train,9999942_00000_d_0000035,9999942_00000_d_0000035.jpg,clean,29
train,9999942_00000_d_0000035__bright_up,9999942_00000_d_0000035.jpg,bright_up,29
train,9999942_00000_d_0000036,9999942_00000_d_0000036.jpg,clean,32
train,9999942_00000_d_0000036__rain_medium,9999942_00000_d_0000036.jpg,rain_medium,32
train,9999942_00000_d_0000037,9999942_00000_d_0000037.jpg,clean,34
train,9999942_00000_d_0000037__rain_heavy,9999942_00000_d_0000037.jpg,rain_heavy,34
train,9999942_00000_d_0000038,9999942_00000_d_0000038.jpg,clean,25
train,9999942_00000_d_0000038__rain_light,9999942_00000_d_0000038.jpg,rain_light,25
train,9999942_00000_d_0000039,9999942_00000_d_0000039.jpg,clean,31
train,9999942_00000_d_0000039__rain_medium,9999942_00000_d_0000039.jpg,rain_medium,31
train,9999942_00000_d_0000040,9999942_00000_d_0000040.jpg,clean,32
train,9999942_00000_d_0000040__rain_heavy,9999942_00000_d_0000040.jpg,rain_heavy,32
train,9999942_00000_d_0000041,9999942_00000_d_0000041.jpg,clean,50
train,9999942_00000_d_0000041__blur_light,9999942_00000_d_0000041.jpg,blur_light,50
train,9999942_00000_d_0000042,9999942_00000_d_0000042.jpg,clean,63
train,9999942_00000_d_0000042__rain_medium,9999942_00000_d_0000042.jpg,rain_medium,63
train,9999942_00000_d_0000043,9999942_00000_d_0000043.jpg,clean,44
train,9999942_00000_d_0000043__rain_heavy,9999942_00000_d_0000043.jpg,rain_heavy,44
train,9999942_00000_d_0000044,9999942_00000_d_0000044.jpg,clean,32
train,9999942_00000_d_0000044__blur_light,9999942_00000_d_0000044.jpg,blur_light,32
train,9999942_00000_d_0000045,9999942_00000_d_0000045.jpg,clean,40
train,9999942_00000_d_0000045__rain_light,9999942_00000_d_0000045.jpg,rain_light,40
train,9999942_00000_d_0000046,9999942_00000_d_0000046.jpg,clean,42
train,9999942_00000_d_0000046__blur_light,9999942_00000_d_0000046.jpg,blur_light,42
train,9999942_00000_d_0000047,9999942_00000_d_0000047.jpg,clean,52
train,9999942_00000_d_0000047__rain_medium,9999942_00000_d_0000047.jpg,rain_medium,52
train,9999942_00000_d_0000048,9999942_00000_d_0000048.jpg,clean,15
train,9999942_00000_d_0000048__rain_medium,9999942_00000_d_0000048.jpg,rain_medium,15
train,9999942_00000_d_0000049,9999942_00000_d_0000049.jpg,clean,51
train,9999942_00000_d_0000049__rain_light,9999942_00000_d_0000049.jpg,rain_light,51
train,9999942_00000_d_0000050,9999942_00000_d_0000050.jpg,clean,54
train,9999942_00000_d_0000050__rain_light,9999942_00000_d_0000050.jpg,rain_light,54
train,9999942_00000_d_0000051,9999942_00000_d_0000051.jpg,clean,41
train,9999942_00000_d_0000051__rain_medium,9999942_00000_d_0000051.jpg,rain_medium,41
train,9999942_00000_d_0000052,9999942_00000_d_0000052.jpg,clean,47
train,9999942_00000_d_0000052__rain_light,9999942_00000_d_0000052.jpg,rain_light,47
train,9999942_00000_d_0000053,9999942_00000_d_0000053.jpg,clean,41
train,9999942_00000_d_0000053__bright_down,9999942_00000_d_0000053.jpg,bright_down,41
train,9999942_00000_d_0000054,9999942_00000_d_0000054.jpg,clean,17
train,9999942_00000_d_0000054__blur_light,9999942_00000_d_0000054.jpg,blur_light,17
train,9999942_00000_d_0000055,9999942_00000_d_0000055.jpg,clean,19
train,9999942_00000_d_0000055__bright_down,9999942_00000_d_0000055.jpg,bright_down,19
train,9999942_00000_d_0000056,9999942_00000_d_0000056.jpg,clean,3
train,9999942_00000_d_0000056__bright_up,9999942_00000_d_0000056.jpg,bright_up,3
train,9999942_00000_d_0000057,9999942_00000_d_0000057.jpg,clean,11
train,9999942_00000_d_0000057__rain_medium,9999942_00000_d_0000057.jpg,rain_medium,11
train,9999942_00000_d_0000058,9999942_00000_d_0000058.jpg,clean,23
train,9999942_00000_d_0000058__bright_down,9999942_00000_d_0000058.jpg,bright_down,23
train,9999942_00000_d_0000059,9999942_00000_d_0000059.jpg,clean,37
train,9999942_00000_d_0000059__rain_heavy,9999942_00000_d_0000059.jpg,rain_heavy,37
train,9999942_00000_d_0000060,9999942_00000_d_0000060.jpg,clean,62
train,9999942_00000_d_0000060__rain_medium,9999942_00000_d_0000060.jpg,rain_medium,62
train,9999942_00000_d_0000061,9999942_00000_d_0000061.jpg,clean,83
train,9999942_00000_d_0000061__blur_light,9999942_00000_d_0000061.jpg,blur_light,83
train,9999942_00000_d_0000062,9999942_00000_d_0000062.jpg,clean,72
train,9999942_00000_d_0000062__bright_up,9999942_00000_d_0000062.jpg,bright_up,72
train,9999942_00000_d_0000063,9999942_00000_d_0000063.jpg,clean,59
train,9999942_00000_d_0000063__bright_up,9999942_00000_d_0000063.jpg,bright_up,59
train,9999942_00000_d_0000064,9999942_00000_d_0000064.jpg,clean,74
train,9999942_00000_d_0000064__blur_light,9999942_00000_d_0000064.jpg,blur_light,74
train,9999942_00000_d_0000065,9999942_00000_d_0000065.jpg,clean,77
train,9999942_00000_d_0000065__bright_up,9999942_00000_d_0000065.jpg,bright_up,77
train,9999942_00000_d_0000066,9999942_00000_d_0000066.jpg,clean,89
train,9999942_00000_d_0000066__rain_heavy,9999942_00000_d_0000066.jpg,rain_heavy,89
train,9999942_00000_d_0000067,9999942_00000_d_0000067.jpg,clean,119
train,9999942_00000_d_0000067__rain_light,9999942_00000_d_0000067.jpg,rain_light,119
train,9999942_00000_d_0000068,9999942_00000_d_0000068.jpg,clean,89
train,9999942_00000_d_0000068__rain_heavy,9999942_00000_d_0000068.jpg,rain_heavy,89
train,9999942_00000_d_0000069,9999942_00000_d_0000069.jpg,clean,116
train,9999942_00000_d_0000069__rain_heavy,9999942_00000_d_0000069.jpg,rain_heavy,116
train,9999942_00000_d_0000070,9999942_00000_d_0000070.jpg,clean,36
train,9999942_00000_d_0000070__rain_heavy,9999942_00000_d_0000070.jpg,rain_heavy,36
train,9999942_00000_d_0000071,9999942_00000_d_0000071.jpg,clean,35
train,9999942_00000_d_0000071__rain_light,9999942_00000_d_0000071.jpg,rain_light,35
train,9999942_00000_d_0000072,9999942_00000_d_0000072.jpg,clean,48
train,9999942_00000_d_0000072__blur_light,9999942_00000_d_0000072.jpg,blur_light,48
train,9999942_00000_d_0000073,9999942_00000_d_0000073.jpg,clean,26
train,9999942_00000_d_0000073__bright_down,9999942_00000_d_0000073.jpg,bright_down,26
train,9999942_00000_d_0000074,9999942_00000_d_0000074.jpg,clean,33
train,9999942_00000_d_0000074__rain_heavy,9999942_00000_d_0000074.jpg,rain_heavy,33
train,9999942_00000_d_0000075,9999942_00000_d_0000075.jpg,clean,41
train,9999942_00000_d_0000075__rain_heavy,9999942_00000_d_0000075.jpg,rain_heavy,41
train,9999942_00000_d_0000076,9999942_00000_d_0000076.jpg,clean,38
train,9999942_00000_d_0000076__rain_light,9999942_00000_d_0000076.jpg,rain_light,38
train,9999942_00000_d_0000077,9999942_00000_d_0000077.jpg,clean,75
train,9999942_00000_d_0000077__bright_up,9999942_00000_d_0000077.jpg,bright_up,75
train,9999942_00000_d_0000078,9999942_00000_d_0000078.jpg,clean,58
train,9999942_00000_d_0000078__bright_up,9999942_00000_d_0000078.jpg,bright_up,58
train,9999942_00000_d_0000079,9999942_00000_d_0000079.jpg,clean,51
train,9999942_00000_d_0000079__rain_heavy,9999942_00000_d_0000079.jpg,rain_heavy,51
train,9999942_00000_d_0000080,9999942_00000_d_0000080.jpg,clean,53
train,9999942_00000_d_0000080__rain_light,9999942_00000_d_0000080.jpg,rain_light,53
train,9999942_00000_d_0000081,9999942_00000_d_0000081.jpg,clean,46
train,9999942_00000_d_0000081__bright_up,9999942_00000_d_0000081.jpg,bright_up,46
train,9999942_00000_d_0000082,9999942_00000_d_0000082.jpg,clean,33
train,9999942_00000_d_0000082__rain_light,9999942_00000_d_0000082.jpg,rain_light,33
train,9999942_00000_d_0000083,9999942_00000_d_0000083.jpg,clean,31
train,9999942_00000_d_0000083__bright_up,9999942_00000_d_0000083.jpg,bright_up,31
train,9999942_00000_d_0000084,9999942_00000_d_0000084.jpg,clean,27
train,9999942_00000_d_0000084__rain_medium,9999942_00000_d_0000084.jpg,rain_medium,27
train,9999942_00000_d_0000085,9999942_00000_d_0000085.jpg,clean,20
train,9999942_00000_d_0000085__rain_light,9999942_00000_d_0000085.jpg,rain_light,20
train,9999942_00000_d_0000086,9999942_00000_d_0000086.jpg,clean,26
train,9999942_00000_d_0000086__rain_heavy,9999942_00000_d_0000086.jpg,rain_heavy,26
train,9999942_00000_d_0000087,9999942_00000_d_0000087.jpg,clean,38
train,9999942_00000_d_0000087__bright_down,9999942_00000_d_0000087.jpg,bright_down,38
train,9999942_00000_d_0000088,9999942_00000_d_0000088.jpg,clean,41
train,9999942_00000_d_0000088__rain_light,9999942_00000_d_0000088.jpg,rain_light,41
train,9999942_00000_d_0000089,9999942_00000_d_0000089.jpg,clean,38
train,9999942_00000_d_0000089__rain_heavy,9999942_00000_d_0000089.jpg,rain_heavy,38
train,9999942_00000_d_0000090,9999942_00000_d_0000090.jpg,clean,44
train,9999942_00000_d_0000090__bright_down,9999942_00000_d_0000090.jpg,bright_down,44
train,9999942_00000_d_0000091,9999942_00000_d_0000091.jpg,clean,29
train,9999942_00000_d_0000091__rain_light,9999942_00000_d_0000091.jpg,rain_light,29
train,9999942_00000_d_0000092,9999942_00000_d_0000092.jpg,clean,20
train,9999942_00000_d_0000092__rain_medium,9999942_00000_d_0000092.jpg,rain_medium,20
train,9999942_00000_d_0000093,9999942_00000_d_0000093.jpg,clean,12
train,9999942_00000_d_0000093__rain_light,9999942_00000_d_0000093.jpg,rain_light,12
train,9999942_00000_d_0000094,9999942_00000_d_0000094.jpg,clean,20
train,9999942_00000_d_0000094__rain_light,9999942_00000_d_0000094.jpg,rain_light,20
train,9999942_00000_d_0000095,9999942_00000_d_0000095.jpg,clean,22
train,9999942_00000_d_0000095__bright_down,9999942_00000_d_0000095.jpg,bright_down,22
train,9999942_00000_d_0000096,9999942_00000_d_0000096.jpg,clean,30
train,9999942_00000_d_0000096__blur_light,9999942_00000_d_0000096.jpg,blur_light,30
train,9999942_00000_d_0000097,9999942_00000_d_0000097.jpg,clean,24
train,9999942_00000_d_0000097__rain_heavy,9999942_00000_d_0000097.jpg,rain_heavy,24
train,9999942_00000_d_0000098,9999942_00000_d_0000098.jpg,clean,16
train,9999942_00000_d_0000098__rain_medium,9999942_00000_d_0000098.jpg,rain_medium,16
train,9999942_00000_d_0000099,9999942_00000_d_0000099.jpg,clean,27
train,9999942_00000_d_0000099__bright_up,9999942_00000_d_0000099.jpg,bright_up,27
train,9999942_00000_d_0000100,9999942_00000_d_0000100.jpg,clean,18
train,9999942_00000_d_0000100__rain_medium,9999942_00000_d_0000100.jpg,rain_medium,18
train,9999942_00000_d_0000101,9999942_00000_d_0000101.jpg,clean,20
train,9999942_00000_d_0000101__rain_heavy,9999942_00000_d_0000101.jpg,rain_heavy,20
train,9999942_00000_d_0000102,9999942_00000_d_0000102.jpg,clean,16
train,9999942_00000_d_0000102__rain_light,9999942_00000_d_0000102.jpg,rain_light,16
train,9999942_00000_d_0000103,9999942_00000_d_0000103.jpg,clean,13
train,9999942_00000_d_0000103__rain_medium,9999942_00000_d_0000103.jpg,rain_medium,13
train,9999942_00000_d_0000104,9999942_00000_d_0000104.jpg,clean,29
train,9999942_00000_d_0000104__rain_medium,9999942_00000_d_0000104.jpg,rain_medium,29
train,9999942_00000_d_0000105,9999942_00000_d_0000105.jpg,clean,25
train,9999942_00000_d_0000105__bright_up,9999942_00000_d_0000105.jpg,bright_up,25
train,9999942_00000_d_0000106,9999942_00000_d_0000106.jpg,clean,22
train,9999942_00000_d_0000106__rain_heavy,9999942_00000_d_0000106.jpg,rain_heavy,22
train,9999942_00000_d_0000107,9999942_00000_d_0000107.jpg,clean,20
train,9999942_00000_d_0000107__rain_medium,9999942_00000_d_0000107.jpg,rain_medium,20
train,9999942_00000_d_0000108,9999942_00000_d_0000108.jpg,clean,26
train,9999942_00000_d_0000108__bright_up,9999942_00000_d_0000108.jpg,bright_up,26
train,9999942_00000_d_0000109,9999942_00000_d_0000109.jpg,clean,26
train,9999942_00000_d_0000109__bright_up,9999942_00000_d_0000109.jpg,bright_up,26
train,9999942_00000_d_0000110,9999942_00000_d_0000110.jpg,clean,43
train,9999942_00000_d_0000110__rain_light,9999942_00000_d_0000110.jpg,rain_light,43
train,9999942_00000_d_0000111,9999942_00000_d_0000111.jpg,clean,28
train,9999942_00000_d_0000111__bright_up,9999942_00000_d_0000111.jpg,bright_up,28
train,9999942_00000_d_0000112,9999942_00000_d_0000112.jpg,clean,28
train,9999942_00000_d_0000112__bright_up,9999942_00000_d_0000112.jpg,bright_up,28
train,9999942_00000_d_0000113,9999942_00000_d_0000113.jpg,clean,37
train,9999942_00000_d_0000113__rain_heavy,9999942_00000_d_0000113.jpg,rain_heavy,37
train,9999942_00000_d_0000114,9999942_00000_d_0000114.jpg,clean,26
train,9999942_00000_d_0000114__blur_light,9999942_00000_d_0000114.jpg,blur_light,26
train,9999942_00000_d_0000115,9999942_00000_d_0000115.jpg,clean,42
train,9999942_00000_d_0000115__blur_light,9999942_00000_d_0000115.jpg,blur_light,42
train,9999942_00000_d_0000116,9999942_00000_d_0000116.jpg,clean,63
train,9999942_00000_d_0000116__rain_medium,9999942_00000_d_0000116.jpg,rain_medium,63
train,9999942_00000_d_0000117,9999942_00000_d_0000117.jpg,clean,31
train,9999942_00000_d_0000117__rain_heavy,9999942_00000_d_0000117.jpg,rain_heavy,31
train,9999942_00000_d_0000118,9999942_00000_d_0000118.jpg,clean,29
train,9999942_00000_d_0000118__rain_heavy,9999942_00000_d_0000118.jpg,rain_heavy,29
train,9999942_00000_d_0000119,9999942_00000_d_0000119.jpg,clean,33
train,9999942_00000_d_0000119__blur_light,9999942_00000_d_0000119.jpg,blur_light,33
train,9999942_00000_d_0000120,9999942_00000_d_0000120.jpg,clean,44
train,9999942_00000_d_0000120__rain_light,9999942_00000_d_0000120.jpg,rain_light,44
train,9999942_00000_d_0000121,9999942_00000_d_0000121.jpg,clean,47
train,9999942_00000_d_0000121__rain_light,9999942_00000_d_0000121.jpg,rain_light,47
train,9999942_00000_d_0000122,9999942_00000_d_0000122.jpg,clean,34
train,9999942_00000_d_0000122__rain_heavy,9999942_00000_d_0000122.jpg,rain_heavy,34
train,9999942_00000_d_0000123,9999942_00000_d_0000123.jpg,clean,29
train,9999942_00000_d_0000123__rain_light,9999942_00000_d_0000123.jpg,rain_light,29
train,9999942_00000_d_0000124,9999942_00000_d_0000124.jpg,clean,32
train,9999942_00000_d_0000124__rain_light,9999942_00000_d_0000124.jpg,rain_light,32
train,9999942_00000_d_0000125,9999942_00000_d_0000125.jpg,clean,31
train,9999942_00000_d_0000125__bright_down,9999942_00000_d_0000125.jpg,bright_down,31
train,9999942_00000_d_0000126,9999942_00000_d_0000126.jpg,clean,32
train,9999942_00000_d_0000126__bright_up,9999942_00000_d_0000126.jpg,bright_up,32
train,9999942_00000_d_0000127,9999942_00000_d_0000127.jpg,clean,29
train,9999942_00000_d_0000127__bright_up,9999942_00000_d_0000127.jpg,bright_up,29
train,9999942_00000_d_0000128,9999942_00000_d_0000128.jpg,clean,25
train,9999942_00000_d_0000128__rain_light,9999942_00000_d_0000128.jpg,rain_light,25
train,9999942_00000_d_0000129,9999942_00000_d_0000129.jpg,clean,36
train,9999942_00000_d_0000129__bright_down,9999942_00000_d_0000129.jpg,bright_down,36
train,9999942_00000_d_0000130,9999942_00000_d_0000130.jpg,clean,19
train,9999942_00000_d_0000130__rain_heavy,9999942_00000_d_0000130.jpg,rain_heavy,19
train,9999942_00000_d_0000131,9999942_00000_d_0000131.jpg,clean,31
train,9999942_00000_d_0000131__rain_light,9999942_00000_d_0000131.jpg,rain_light,31
train,9999942_00000_d_0000132,9999942_00000_d_0000132.jpg,clean,25
train,9999942_00000_d_0000132__bright_down,9999942_00000_d_0000132.jpg,bright_down,25
train,9999942_00000_d_0000133,9999942_00000_d_0000133.jpg,clean,40
train,9999942_00000_d_0000133__rain_medium,9999942_00000_d_0000133.jpg,rain_medium,40
train,9999942_00000_d_0000134,9999942_00000_d_0000134.jpg,clean,56
train,9999942_00000_d_0000134__rain_medium,9999942_00000_d_0000134.jpg,rain_medium,56
train,9999942_00000_d_0000135,9999942_00000_d_0000135.jpg,clean,50
train,9999942_00000_d_0000135__rain_light,9999942_00000_d_0000135.jpg,rain_light,50
train,9999942_00000_d_0000136,9999942_00000_d_0000136.jpg,clean,73
train,9999942_00000_d_0000136__rain_light,9999942_00000_d_0000136.jpg,rain_light,73
train,9999942_00000_d_0000137,9999942_00000_d_0000137.jpg,clean,100
train,9999942_00000_d_0000137__bright_down,9999942_00000_d_0000137.jpg,bright_down,100
train,9999942_00000_d_0000138,9999942_00000_d_0000138.jpg,clean,113
train,9999942_00000_d_0000138__blur_light,9999942_00000_d_0000138.jpg,blur_light,113
train,9999942_00000_d_0000139,9999942_00000_d_0000139.jpg,clean,137
train,9999942_00000_d_0000139__blur_light,9999942_00000_d_0000139.jpg,blur_light,137
train,9999942_00000_d_0000140,9999942_00000_d_0000140.jpg,clean,166
train,9999942_00000_d_0000140__rain_heavy,9999942_00000_d_0000140.jpg,rain_heavy,166
train,9999942_00000_d_0000141,9999942_00000_d_0000141.jpg,clean,118
train,9999942_00000_d_0000141__rain_medium,9999942_00000_d_0000141.jpg,rain_medium,118
train,9999942_00000_d_0000142,9999942_00000_d_0000142.jpg,clean,102
train,9999942_00000_d_0000142__rain_heavy,9999942_00000_d_0000142.jpg,rain_heavy,102
train,9999942_00000_d_0000143,9999942_00000_d_0000143.jpg,clean,87
train,9999942_00000_d_0000143__blur_light,9999942_00000_d_0000143.jpg,blur_light,87
train,9999942_00000_d_0000144,9999942_00000_d_0000144.jpg,clean,78
train,9999942_00000_d_0000144__rain_heavy,9999942_00000_d_0000144.jpg,rain_heavy,78
train,9999942_00000_d_0000145,9999942_00000_d_0000145.jpg,clean,77
train,9999942_00000_d_0000145__bright_down,9999942_00000_d_0000145.jpg,bright_down,77
train,9999942_00000_d_0000146,9999942_00000_d_0000146.jpg,clean,69
train,9999942_00000_d_0000146__rain_light,9999942_00000_d_0000146.jpg,rain_light,69
train,9999942_00000_d_0000147,9999942_00000_d_0000147.jpg,clean,60
train,9999942_00000_d_0000147__rain_medium,9999942_00000_d_0000147.jpg,rain_medium,60
train,9999942_00000_d_0000148,9999942_00000_d_0000148.jpg,clean,62
train,9999942_00000_d_0000148__rain_light,9999942_00000_d_0000148.jpg,rain_light,62
train,9999942_00000_d_0000149,9999942_00000_d_0000149.jpg,clean,64
train,9999942_00000_d_0000149__rain_medium,9999942_00000_d_0000149.jpg,rain_medium,64
train,9999942_00000_d_0000150,9999942_00000_d_0000150.jpg,clean,34
train,9999942_00000_d_0000150__rain_light,9999942_00000_d_0000150.jpg,rain_light,34
train,9999942_00000_d_0000151,9999942_00000_d_0000151.jpg,clean,50
train,9999942_00000_d_0000151__rain_medium,9999942_00000_d_0000151.jpg,rain_medium,50
train,9999942_00000_d_0000152,9999942_00000_d_0000152.jpg,clean,56
train,9999942_00000_d_0000152__blur_light,9999942_00000_d_0000152.jpg,blur_light,56
train,9999942_00000_d_0000153,9999942_00000_d_0000153.jpg,clean,69
train,9999942_00000_d_0000153__bright_up,9999942_00000_d_0000153.jpg,bright_up,69
train,9999942_00000_d_0000154,9999942_00000_d_0000154.jpg,clean,61
train,9999942_00000_d_0000154__rain_heavy,9999942_00000_d_0000154.jpg,rain_heavy,61
train,9999942_00000_d_0000155,9999942_00000_d_0000155.jpg,clean,54
train,9999942_00000_d_0000155__rain_heavy,9999942_00000_d_0000155.jpg,rain_heavy,54
train,9999942_00000_d_0000156,9999942_00000_d_0000156.jpg,clean,41
